originating-authority-charge-identifier,number_of_polygons,number_of_points,number_of_lines,avg_area_(m^3),area_standard_derivation_(+-),smallest_area_(m^3),largest_area_(m^3)
14294,1,0,0,148.13129143896703,,148.13129143896703,148.13129143896703
14295,1,0,0,105.35220000034519,,105.35220000034519,105.35220000034519
14296,1,0,0,3969.1362805480153,,3969.1362805480153,3969.1362805480153
14297,1,0,0,7473.764880978012,,7473.764880978012,7473.764880978012
14298,1,0,0,273.4769164949527,,273.4769164949527,273.4769164949527
14299,1,0,0,82.3214825062766,,82.3214825062766,82.3214825062766
14303,1,0,0,142.22680000864557,,142.22680000864557,142.22680000864557
14304,1,0,0,133.48697499855913,,133.48697499855913,133.48697499855913
14305,1,0,0,70.99128601724262,,70.99128601724262,70.99128601724262
14306,1,0,0,393.8540454934735,,393.8540454934735,393.8540454934735
14307,7,0,0,92752.22098367826,61829.74944848378,19440.95142054202,192455.01372709795
14308,2,0,0,107.6168327547615,28.734185265648556,87.29869550155084,127.93497000797218
14309,1,0,0,188.84337600904632,,188.84337600904632,188.84337600904632
14310,1,0,0,764453.6945163802,,764453.6945163802,764453.6945163802
14311,1,0,0,166.73100448864486,,166.73100448864486,166.73100448864486
14312,1,0,0,157.76195949192416,,157.76195949192416,157.76195949192416
14313,2,0,0,1088.0621414956986,1316.2736587522782,157.31611149473497,2018.808171496662
14315,1,0,0,3608.5065535058075,,3608.5065535058075,3608.5065535058075
14316,1,0,0,3969.1362805480153,,3969.1362805480153,3969.1362805480153
14317,1,0,0,211.35805200274194,,211.35805200274194,211.35805200274194
14318,1,0,0,488.6830145144021,,488.6830145144021,488.6830145144021
14319,1,0,0,77.82555599858647,,77.82555599858647,77.82555599858647
14321,1,0,0,102.79618899840816,,102.79618899840816,102.79618899840816
14322,1,0,0,582.0156124904931,,582.0156124904931,582.0156124904931
14324,1,0,0,924.7960399980212,,924.7960399980212,924.7960399980212
14325,1,0,0,561.6843049935445,,561.6843049935445,561.6843049935445
14326,1,0,0,603.874846488316,,603.874846488316,603.874846488316
14327,1,0,0,406.4423720042276,,406.4423720042276,406.4423720042276
14328,1,0,0,18785.567327187662,,18785.567327187662,18785.567327187662
14329,1,0,0,137.52184499795894,,137.52184499795894,137.52184499795894
14330,0,8,0,,,,
14331,1,0,0,107.40844999216178,,107.40844999216178,107.40844999216178
14332,2,0,0,22.017895501484897,31.128672623595318,0.006600000004610047,44.029191002965185
14334,1,0,0,54.493477506274274,,54.493477506274274,54.493477506274274
14335,1,0,0,700.9412014806815,,700.9412014806815,700.9412014806815
14336,1,0,0,59.53076800144429,,59.53076800144429,59.53076800144429
14338,1,0,0,261.1187500181866,,261.1187500181866,261.1187500181866
14339,3,0,0,172.28855332678458,136.03510562709172,35.976550000036646,308.0450599791044
14341,1,0,0,10838.966369572223,,10838.966369572223,10838.966369572223
14343,1,0,0,347.2552000059688,,347.2552000059688,347.2552000059688
14347,1,0,0,327.56130000003355,,327.56130000003355,327.56130000003355
14348,1,0,0,1267.3283789972284,,1267.3283789972284,1267.3283789972284
14349,1,0,0,40.382594998370735,,40.382594998370735,40.382594998370735
14350,1,0,0,96.94260000158634,,96.94260000158634,96.94260000158634
14351,1,19,0,122.65464260165152,,122.65464260165152,122.65464260165152
14355,1,0,0,1297.2585499959664,,1297.2585499959664,1297.2585499959664
14356,1,0,0,18054.30113347507,,18054.30113347507,18054.30113347507
14358,1,0,0,281792.6427861317,,281792.6427861317,281792.6427861317
14359,1,0,0,75.21704999942028,,75.21704999942028,75.21704999942028
14362,1,0,0,56.14960000509011,,56.14960000509011,56.14960000509011
14363,1,0,0,80.82534999868224,,80.82534999868224,80.82534999868224
14364,1,0,0,68.94089999484594,,68.94089999484594,68.94089999484594
14365,1,0,0,51.58404999998557,,51.58404999998557,51.58404999998557
14366,1,0,0,58.87900000809162,,58.87900000809162,58.87900000809162
14367,0,1,0,,,,
14368,1,0,0,68.8618000005345,,68.8618000005345,68.8618000005345
14369,1,0,0,71.5947499992958,,71.5947499992958,71.5947499992958
14370,1,0,0,71.5947499992958,,71.5947499992958,71.5947499992958
14371,1,0,0,94.78745000467953,,94.78745000467953,94.78745000467953
14372,1,0,0,55.38099999945282,,55.38099999945282,55.38099999945282
14373,1,0,0,19435.61349097289,,19435.61349097289,19435.61349097289
14374,1,0,0,551.7954499838766,,551.7954499838766,551.7954499838766
14375,1,0,0,142369.41179483203,,142369.41179483203,142369.41179483203
14376,1,0,0,85.19419999876568,,85.19419999876568,85.19419999876568
14377,1,0,0,56.2784000037175,,56.2784000037175,56.2784000037175
14378,1,0,0,55.666500004599456,,55.666500004599456,55.666500004599456
14379,1,0,0,6.215000001573353,,6.215000001573353,6.215000001573353
14381,0,2,0,,,,
14382,1,0,0,256.98163350183165,,256.98163350183165,256.98163350183165
14384,1,0,0,102.23050000726175,,102.23050000726175,102.23050000726175
14387,0,1,0,,,,
14388,4,0,0,7069.3421216256065,3122.8759283706395,3055.5267485077493,10188.293470000399
14390,18,10,0,3795.134139030571,3884.405303204294,120.54789704531063,11471.732060756824
14392,1,0,0,693.6230179835052,,693.6230179835052,693.6230179835052
14393,1,0,0,767.095262994513,,767.095262994513,767.095262994513
14394,1,0,0,16754.427201297018,,16754.427201297018,16754.427201297018
14395,1,0,0,314.10612449962264,,314.10612449962264,314.10612449962264
14397,1,0,0,289.0450130106044,,289.0450130106044,289.0450130106044
14398,1,0,0,426.7300900383026,,426.7300900383026,426.7300900383026
14399,1,0,0,478.3045130006431,,478.3045130006431,478.3045130006431
14400,1,0,0,125.89600000173559,,125.89600000173559,125.89600000173559
14401,1,0,0,160.2899999947514,,160.2899999947514,160.2899999947514
14403,1,0,0,847.9575000130426,,847.9575000130426,847.9575000130426
14404,1,0,0,151.27499999229477,,151.27499999229477,151.27499999229477
14405,1,0,0,110.64499999526276,,110.64499999526276,110.64499999526276
14407,1,4,0,111.56221121763264,,111.56221121763264,111.56221121763264
14408,0,1,0,,,,
14413,1,0,0,303.9224675151671,,303.9224675151671,303.9224675151671
14414,1,0,0,17.170922497991562,,17.170922497991562,17.170922497991562
14415,1,0,0,82.45678219064999,,82.45678219064999,82.45678219064999
14416,1,0,0,94.80450349575007,,94.80450349575007,94.80450349575007
14417,1,0,0,94.80450349575007,,94.80450349575007,94.80450349575007
14418,1,0,0,380.65754066041507,,380.65754066041507,380.65754066041507
14419,1,0,0,210.91294992770145,,210.91294992770145,210.91294992770145
14420,1,0,0,249.40395250218143,,249.40395250218143,249.40395250218143
14421,0,4,0,,,,
14422,1,0,0,205.36611351273015,,205.36611351273015,205.36611351273015
14423,1,0,0,264.69703499503464,,264.69703499503464,264.69703499503464
14424,1,0,0,187.53200299953554,,187.53200299953554,187.53200299953554
14425,1,0,0,261.57960299734026,,261.57960299734026,261.57960299734026
14426,1,0,0,137.37303749971767,,137.37303749971767,137.37303749971767
14427,1,0,0,205.23346499870456,,205.23346499870456,205.23346499870456
14428,1,0,0,271.8514010003476,,271.8514010003476,271.8514010003476
14429,1,0,0,229.52959450323849,,229.52959450323849,229.52959450323849
14430,1,0,0,223.31947350022602,,223.31947350022602,223.31947350022602
14431,1,0,0,252.5139115016382,,252.5139115016382,252.5139115016382
14432,1,0,0,257.869958991538,,257.869958991538,257.869958991538
14433,1,0,0,129.57304734066588,,129.57304734066588,129.57304734066588
14434,1,0,0,295.56406900406586,,295.56406900406586,295.56406900406586
14435,1,0,0,221.10278200988066,,221.10278200988066,221.10278200988066
14436,1,0,0,249.053694986524,,249.053694986524,249.053694986524
14437,1,0,0,45.408000006402034,,45.408000006402034,45.408000006402034
14438,1,0,0,41.58799999384663,,41.58799999384663,41.58799999384663
14440,1,0,0,92.93905499907275,,92.93905499907275,92.93905499907275
14441,1,0,0,45.16458850585101,,45.16458850585101,45.16458850585101
14445,1,0,0,191.84199999942487,,191.84199999942487,191.84199999942487
14446,1,0,0,508.5276550015526,,508.5276550015526,508.5276550015526
14447,1,0,0,345.9518075051367,,345.9518075051367,345.9518075051367
14448,1,0,0,4156.685623447118,,4156.685623447118,4156.685623447118
14449,1,0,0,165.7286930138148,,165.7286930138148,165.7286930138148
14450,1,0,0,574.4110079969814,,574.4110079969814,574.4110079969814
14451,1,0,0,833.4250350084458,,833.4250350084458,833.4250350084458
14454,1,0,0,284.2537620038396,,284.2537620038396,284.2537620038396
14455,1,0,0,331.0215689967777,,331.0215689967777,331.0215689967777
14456,1,0,0,206.3300920190724,,206.3300920190724,206.3300920190724
14457,1,0,0,325.76249900987636,,325.76249900987636,325.76249900987636
14458,1,0,0,310.23530649411236,,310.23530649411236,310.23530649411236
14459,1,0,0,180.5023269902554,,180.5023269902554,180.5023269902554
14460,1,0,0,203.80632951936883,,203.80632951936883,203.80632951936883
14461,1,0,0,190.98888098391365,,190.98888098391365,190.98888098391365
14462,1,0,0,188.41606450546388,,188.41606450546388,188.41606450546388
14463,1,0,0,143.1071964772329,,143.1071964772329,143.1071964772329
14464,1,0,0,186.9274855050814,,186.9274855050814,186.9274855050814
14465,1,0,0,206.45627948882753,,206.45627948882753,206.45627948882753
14466,1,0,0,240.8450000014924,,240.8450000014924,240.8450000014924
14467,1,0,0,192.78500000496192,,192.78500000496192,192.78500000496192
14469,1,0,0,66.07150000323128,,66.07150000323128,66.07150000323128
14470,1,0,0,324.076936006479,,324.076936006479,324.076936006479
14471,1,0,0,164.33305498971708,,164.33305498971708,164.33305498971708
14472,1,0,0,37.754649992167074,,37.754649992167074,37.754649992167074
14474,1,0,0,89.65390000613974,,89.65390000613974,89.65390000613974
14476,1,0,0,480.627909990581,,480.627909990581,480.627909990581
14477,1,0,0,338.95615001014596,,338.95615001014596,338.95615001014596
14478,1,0,0,76.13387500224731,,76.13387500224731,76.13387500224731
14479,1,0,0,342.1563000283737,,342.1563000283737,342.1563000283737
14480,1,0,0,474.3193999952442,,474.3193999952442,474.3193999952442
14481,1,0,0,317.26348850528274,,317.26348850528274,317.26348850528274
14482,1,0,0,189.9297129962594,,189.9297129962594,189.9297129962594
14483,1,0,0,399.6002059976425,,399.6002059976425,399.6002059976425
14484,1,0,0,562.6260349986765,,562.6260349986765,562.6260349986765
14485,1,0,0,45.826590998062976,,45.826590998062976,45.826590998062976
14486,1,0,0,456.8519189903727,,456.8519189903727,456.8519189903727
14487,1,0,0,669.9366045118228,,669.9366045118228,669.9366045118228
14488,1,0,0,487.5832374759677,,487.5832374759677,487.5832374759677
14489,1,0,0,457.31337952775,,457.31337952775,457.31337952775
14490,1,0,0,38.252200002428154,,38.252200002428154,38.252200002428154
14491,1,0,0,72.97231999801896,,72.97231999801896,72.97231999801896
14492,1,0,0,87.55978000284584,,87.55978000284584,87.55978000284584
14493,1,0,0,37.73746000570947,,37.73746000570947,37.73746000570947
14494,1,0,0,175.00100000031108,,175.00100000031108,175.00100000031108
14495,1,0,0,70.45421999007583,,70.45421999007583,70.45421999007583
14496,1,0,0,34.41420000258439,,34.41420000258439,34.41420000258439
14497,1,0,0,75.23769999711226,,75.23769999711226,75.23769999711226
14498,1,0,0,441.173150009835,,441.173150009835,441.173150009835
14500,0,2,0,,,,
14501,1,0,0,4934.229107002356,,4934.229107002356,4934.229107002356
14502,1,0,0,52.93366200250962,,52.93366200250962,52.93366200250962
14503,1,0,0,787.9701149904209,,787.9701149904209,787.9701149904209
14504,1,0,0,189.26499999160092,,189.26499999160092,189.26499999160092
14505,1,0,0,189.26499999160092,,189.26499999160092,189.26499999160092
14506,2,15,0,4888.544522241446,6611.214482820393,213.70992956043293,9563.37911492246
14508,1,0,0,180.24981799792056,,180.24981799792056,180.24981799792056
14509,1,0,0,313.699600012355,,313.699600012355,313.699600012355
14510,1,0,0,809.0861465204865,,809.0861465204865,809.0861465204865
14511,1,0,0,1025.6244549943212,,1025.6244549943212,1025.6244549943212
14512,2,0,0,1810.4082347416852,963.3440045928282,1129.221156478692,2491.5953130046787
14513,2,0,0,1810.4082347416852,963.3440045928282,1129.221156478692,2491.5953130046787
14514,1,0,0,81.11039999545706,,81.11039999545706,81.11039999545706
14515,1,0,0,105.44625000000815,,105.44625000000815,105.44625000000815
14516,1,0,0,101.44171348877164,,101.44171348877164,101.44171348877164
14517,1,0,0,108.7464175002316,,108.7464175002316,108.7464175002316
14518,1,0,0,500.97779701110267,,500.97779701110267,500.97779701110267
14519,1,0,0,287.73464998552913,,287.73464998552913,287.73464998552913
14520,1,0,0,561.515012485374,,561.515012485374,561.515012485374
14521,1,0,0,296.53040999652933,,296.53040999652933,296.53040999652933
14522,2,0,0,206.9977502616539,203.919272301837,62.80505000239883,351.19045052090894
14523,1,0,0,447.7813525096621,,447.7813525096621,447.7813525096621
14525,1,0,0,424.2510910105833,,424.2510910105833,424.2510910105833
14526,1,0,0,373.750805992654,,373.750805992654,373.750805992654
14527,1,0,0,181.44825599985015,,181.44825599985015,181.44825599985015
14528,1,0,0,263.8896180014242,,263.8896180014242,263.8896180014242
14529,1,0,0,209.76244951910257,,209.76244951910257,209.76244951910257
14530,1,0,0,409.94084850482244,,409.94084850482244,409.94084850482244
14531,1,0,0,35.35838400761127,,35.35838400761127,35.35838400761127
14532,1,0,0,12.562910497308721,,12.562910497308721,12.562910497308721
14533,1,0,0,43.94400000439107,,43.94400000439107,43.94400000439107
14535,1,0,0,289.228547503011,,289.228547503011,289.228547503011
14536,1,0,0,413.545521514437,,413.545521514437,413.545521514437
14537,1,0,0,188.43864251364087,,188.43864251364087,188.43864251364087
14538,1,0,0,327.75410248863005,,327.75410248863005,327.75410248863005
14539,1,0,0,293.9227724934459,,293.9227724934459,293.9227724934459
14540,1,0,0,330.3506255132409,,330.3506255132409,330.3506255132409
14541,1,0,0,255.34273333761973,,255.34273333761973,255.34273333761973
14543,1,0,0,251.99069550142835,,251.99069550142835,251.99069550142835
14544,1,0,0,325.85424647822276,,325.85424647822276,325.85424647822276
14545,2,0,0,333.1625497462645,129.13862824833555,241.8477499987378,424.4773494937912
14546,1,0,0,48.27799999682469,,48.27799999682469,48.27799999682469
14547,1,0,0,357.5571795002834,,357.5571795002834,357.5571795002834
14548,1,0,0,509.8224439287266,,509.8224439287266,509.8224439287266
14549,1,0,0,125.72449998467559,,125.72449998467559,125.72449998467559
14550,1,0,0,566.8446005025114,,566.8446005025114,566.8446005025114
14554,1,0,0,808.1527530292972,,808.1527530292972,808.1527530292972
14556,1,0,0,145.59020998501077,,145.59020998501077,145.59020998501077
14557,1,0,0,101.55099998569622,,101.55099998569622,101.55099998569622
14558,1,0,0,165.69499998883808,,165.69499998883808,165.69499998883808
14559,1,0,0,59.4110000058609,,59.4110000058609,59.4110000058609
14560,1,0,0,59.13074999998902,,59.13074999998902,59.13074999998902
14561,1,0,0,120.51000000198809,,120.51000000198809,120.51000000198809
14564,1,0,0,74.42149999664042,,74.42149999664042,74.42149999664042
14565,1,0,0,74.42149999664042,,74.42149999664042,74.42149999664042
14567,1,0,0,155.44410000040466,,155.44410000040466,155.44410000040466
14568,1,0,0,601.529469985713,,601.529469985713,601.529469985713
14569,1,0,0,3638.958769021999,,3638.958769021999,3638.958769021999
14571,2,0,0,167.6784162581984,237.086463769102,0.03296999952766171,335.32386251686916
14572,1,0,0,2789.3657311058405,,2789.3657311058405,2789.3657311058405
14573,1,0,0,443.7804614605516,,443.7804614605516,443.7804614605516
14574,1,0,0,2.573820999724889,,2.573820999724889,2.573820999724889
14575,1,0,0,161.02607751425347,,161.02607751425347,161.02607751425347
14576,1,0,0,161.7594359973088,,161.7594359973088,161.7594359973088
14577,1,0,0,5564.628659479208,,5564.628659479208,5564.628659479208
14578,0,1,0,,,,
14579,3,0,0,12047.372377844813,10523.444117126237,0.1838150000041665,19446.3981859979
14580,3,0,0,12047.372377844813,10523.444117126237,0.1838150000041665,19446.3981859979
14581,5,0,0,5886.768865700416,3782.4149793676943,1156.4758419996563,10188.293470000399
14582,1,0,0,6864.217642460136,,6864.217642460136,6864.217642460136
14583,1,0,0,44734.19010809992,,44734.19010809992,44734.19010809992
14584,1,0,0,185.5915319998109,,185.5915319998109,185.5915319998109
14585,1,0,0,337.80294252032047,,337.80294252032047,337.80294252032047
14586,1,0,0,640.1829755134055,,640.1829755134055,640.1829755134055
14587,1,0,0,412.5561430161402,,412.5561430161402,412.5561430161402
14588,1,0,0,554.2942354835417,,554.2942354835417,554.2942354835417
14589,1,0,0,232.69712952866874,,232.69712952866874,232.69712952866874
14590,1,0,0,262.49418848849973,,262.49418848849973,262.49418848849973
14591,1,0,0,38.81200000002381,,38.81200000002381,38.81200000002381
14592,1,0,0,277.46170999629385,,277.46170999629385,277.46170999629385
14593,1,0,0,241.6594590067192,,241.6594590067192,241.6594590067192
14594,1,0,0,630.2272309954939,,630.2272309954939,630.2272309954939
14595,1,0,0,432.78438149816117,,432.78438149816117,432.78438149816117
14596,1,0,0,226.85697151581311,,226.85697151581311,226.85697151581311
14597,1,0,0,291.69650450548005,,291.69650450548005,291.69650450548005
14598,1,0,0,423.74196629043024,,423.74196629043024,423.74196629043024
14599,1,0,0,486.35178569754925,,486.35178569754925,486.35178569754925
14600,1,0,0,88.17875500060242,,88.17875500060242,88.17875500060242
14601,1,0,0,338.0184999929294,,338.0184999929294,338.0184999929294
14603,1,0,0,160.9060500003157,,160.9060500003157,160.9060500003157
14604,1,0,0,200.8399999967392,,200.8399999967392,200.8399999967392
14605,1,0,0,451.8883469915016,,451.8883469915016,451.8883469915016
14608,0,2,0,,,,
14609,1,0,0,131.77000000119705,,131.77000000119705,131.77000000119705
14610,1,0,0,258.6979000175388,,258.6979000175388,258.6979000175388
14611,1,0,0,155.8090500173451,,155.8090500173451,155.8090500173451
